Evaluation date,Type of place evaluated,Commune name,Municipal section name,Neighborhood name,Name of the site,Spontaneous site type,Internally displaced households,IDPs counted,Site size in meters,Land ownership,Site creation date,Presence of IDPs?,Presence of old IDP returned?,Baby boys under 1 year old,Baby girls under a year old,Boys from 1 to 5 years old,Girls from 1 to 5 years old,Boys from 6 to 11 years old,Girls from 6 to 11 years old,Boys from 12 to 17 years old,Girls from 12 to 17 years old,People aged 60 and over,Department of origin for majority of IDPs,Municipality of origin for majority of IDPs,Municipal section of origin for IDPs,District of origin for IDPs,Date fled,Reason for fleeing,Reason why IDP chose to take refuge in this place,Is the place accessible?,Tension between displaced people and the host community?,Distribution of food received?,Health assistance,Assistance psychosocial,Assistance WASH,Distribution CASH,Education assistance,Possession of identity documents by the majority of displaced persons?,If not why ?,"What are the 3 main
security concerns in the
site?",Do boys attend school?,Do girls attend school?,Health problems,proportion vaccine cholera,Why not cholera vaccine,How much Death Cholera,Food source,Access to fertile land,Proportion of persons carrying out a subsistence activity
2023-02-20,Host community,Pétion-Ville,3e Section Etang du Jonc,Nan Citron,Not applicable to host communities,Not applicable to host communities,2,15,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,1,1,1,1,1,2,1,Ouest,Port-au-Prince,4ème Bellevue la Montagne,Carrefour - Feuilles,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"GA attack, g children's recruitment gang flight",majority,majority,cholera fever diarrhee,About half of the people,fear not,4,Barter purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-23,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Puits Blain,Not applicable to host communities,Not applicable to host communities,4,15,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,1,2,0,2,1,2,0,Ouest,Pétion-Ville,5ème Saint Martin,"Pernier, gros jean,metivier",2023-1,Attack/violence,Access to the best living conditions,Yes,no,no,no,no,no,no,no,NSP,,"Attaque gave, g gait police kidnapping",some,some,Diarrhee fever cough,Nobody,no_vaccin,,Purchase_Marche,"In any case, there is no cultivable land available in the area",some
2023-03-01,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Delmas 60,Not applicable to host communities,Not applicable to host communities,5,15,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,1,0,0,2,0,0,1,1,0,Ouest,Delmas,6ème Turgeau,Delmas 5,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"GA attack, g kidnapping extortion",all,all,Illness_peau fever diarrhee,Nobody,fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-20,Host community,Carrefour,11e Section Rivière Froide,Jerusalem,Not applicable to host communities,Not applicable to host communities,5,15,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,1,1,1,1,1,1,2,2,1,Ouest,Port-au-Prince,8ème Martissant,Bas Martissant,2021-6,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,no,Neglect,Illegal Vol Tax extortion,half,half,infection_plaie malaria disease_peau,About half of the people,fear,,Purchase_Marche Troc,No access to cultivable land,half
2023-02-15,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Morne-Hercule,Not applicable to host communities,Not applicable to host communities,5,14,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,1,0,2,1,1,0,0,Ouest,Pétion-Ville,3ème Petit Bois,Chavannes Prolongee,2023-2,Attack/violence,Secure location closest to provenance,"No, because of physical access",no,no,no,no,no,no,no,Yes,,vol,majority,none,Fever disease_peau infection_plaie,The majority of people (around 75%),fear,,Production_Subsistance Purchase_Marche Troc,"In any case, there is no cultivable land available in the area",majority
2023-02-20,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Frères,Not applicable to host communities,Not applicable to host communities,2,14,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,1,0,0,2,0,3,0,Ouest,Croix-Des-Bouquets,4ème Bellevue la Montagne,Digneron,2022-7,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"Ga attack, g fight gang kidnapping",all,all,Diarrhee fever cough,A few people (about 25%),no_vaccin,,Purchase_Marche,No access to cultivable land,majority
2023-02-16,Host community,Pétion-Ville,3e Section Etang du Jonc,Bremond,Not applicable to host communities,Not applicable to host communities,2,13,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,2,0,1,0,3,1,0,Ouest,Tabarre,3ème Bellevue,Tabarre 27,2021-3,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,Flight Kidnapping Recruitment Enfant Gang,majority,all,cough fever disease_peau,A few people (about 25%),Pas_vaccin fear,4,Purchase_Marche Production_Subsistance,"In any case, there is no cultivable land available in the area",half
2023-02-16,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Bas Vivy-Mitchell - Nan Bony,Not applicable to host communities,Not applicable to host communities,4,12,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,0,2,0,1,2,0,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2023-1,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",half,NSP,cough diarrhee fever,Nobody,fear not,,Purchase_Marche,"In any case, there is no cultivable land available in the area",majority
2023-03-07,Host community,Port-au-Prince,1re Section Turgeau,Les Ruelles Rivière,Not applicable to host communities,Not applicable to host communities,4,12,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,0,0,0,1,2,0,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,NSP,,other,NSP,NSP,Toux fever diarrhee,Do not know / no answer,,,Purchase_Marche,No access to cultivable land,NSP
2023-02-14,Site,Tabarre,3e Section Bellevue,Cazeau,Church of God of Cazeau,Temple/Church,4,12,Between 100 and 150 square meters,To private persons,2023-01-01,Yes,,0,2,2,0,1,0,2,0,0,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Canaan - Jerusalem,2023-1,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",none,none,cough fever troubles_psychological,Do not know / no answer,,,Purchase_Marche Production_Subsistance,"In any case, there is no cultivable land available in the area",half
2023-02-27,Host community,Pétion-Ville,3e Section Etang du Jonc,Jalousie - Notre Dames Deshermites,Not applicable to host communities,Not applicable to host communities,2,11,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,0,1,0,2,0,0,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Frères,2023-2,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"GA attack, g children's recruitment gang flight",all,all,cough illness_peau fever,Nobody,fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",half
2023-02-14,Host community,Pétion-Ville,3e Section Etang du Jonc,Monoville,Not applicable to host communities,Not applicable to host communities,2,10,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,2,0,0,0,2,0,2,0,Ouest,Pétion-Ville,1ère Varreux,Chavannes Prolongee,2023-2,Attack/violence,Relationship or friendship with members of the host community,"No, because of physical access",no,no,no,no,no,no,no,Yes,,Kidnapping Flights Sexual Violence,none,half,cholera diarrhee fever,A few people (about 25%),fear,5,Purchase_Marche Production_Subsistence borrowing,No access to cultivable land,some
2023-02-14,Host community,Pétion-Ville,3e Section Etang du Jonc,Menard I,Not applicable to host communities,Not applicable to host communities,2,10,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,1,1,1,0,1,2,0,Ouest,Cité Soleil,2ème Varreux (Canaan - Jerusalem),Terre-Noire - Blanchard,2022-11,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,Combat gang sexual violence recruitment child gang,all,all,Toux fever diarrhee,Nobody,fear not_vaccin,,Production_Subsistance Purchase_Marche,No access to cultivable land,half
2023-02-16,Host community,Pétion-Ville,3e Section Etang du Jonc,Debrosse,Not applicable to host communities,Not applicable to host communities,2,10,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,0,0,0,0,0,0,Ouest,Croix-Des-Bouquets,2ème Varreux (Canaan - Jerusalem),Meyer - Dessources,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"fight gang vol attack ga, g",none,none,Diarrhee cholera fever,About half of the people,fear,2,Purchase_Marche Production_Subsistance,"In any case, there is no cultivable land available in the area",some
2023-02-17,Host community,Pétion-Ville,3e Section Etang du Jonc,Juvenat,Not applicable to host communities,Not applicable to host communities,2,10,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,0,0,2,3,1,0,Ouest,Pétion-Ville,3ème Bellevue,Laboule,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"GA attack, g children's recruitment gang flight",all,all,diarrhee disease_peau fever,A few people (about 25%),fear,,Purchase_Marche Troc,"In any case, there is no cultivable land available in the area",half
2023-02-20,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Morne-Lazarre,Not applicable to host communities,Not applicable to host communities,2,10,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,1,0,3,0,0,1,0,Ouest,Tabarre,3ème Bellevue,Tabarre 27,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"vol attaque ga,g kidnapping",all,all,diarrhee fever disease_peau,Nobody,not,,Purchase_Marche Troc,"In any case, there is no cultivable land available in the area",some
2023-02-23,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Desir - Gabriel,Not applicable to host communities,Not applicable to host communities,2,10,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,0,0,0,0,0,0,Ouest,Tabarre,3ème Etang du Jong,Tabarre 27,2022-11,Attack/violence,Access to the best living conditions,Yes,no,no,no,no,no,no,no,Yes,,"attaque ga,g kidnapping vol",none,none,diarrhee disease_peau fever,A few people (about 25%),fear,,Purchase_Marche loan,"In any case, there is no cultivable land available in the area",some
2023-02-23,Host community,Pétion-Ville,4e Section Bellevue la Montagne,Marie-Armand,Not applicable to host communities,Not applicable to host communities,2,10,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,0,0,0,0,0,0,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Chavannes Prolongee,2023-2,Attack/violence,Secure location closest to provenance,Yes,no,no,no,no,no,no,no,Yes,,"Attack GA, G Fight gang gang police",NSP,NSP,cough fever infection_plaie,Nobody,no_vaccin,,Purchase_Marche,No access to cultivable land,some
2023-02-24,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Jacquet Pitimi,Not applicable to host communities,Not applicable to host communities,2,10,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,0,0,0,0,0,0,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Pernier 24,2020-12,Attack/violence,Access to the best living conditions,Yes,no,no,no,no,no,no,no,Yes,,"GA attack, g children's recruitment gang flight",none,all,diarrhee disease_peau fever,Do not know / no answer,,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-03-02,Host community,Delmas,1re Section St Martin,Delmas 17,Not applicable to host communities,Not applicable to host communities,2,10,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,0,0,2,0,0,0,Ouest,Croix-Des-Bouquets,4ème Bellevue la Montagne,Canaan - Jerusalem,2022-12,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"GA attack, g kidnapping sexual violence",half,half,Cough fever,The majority of people (around 75%),fear,,Borrow purchase_marche,"In any case, there is no cultivable land available in the area",some
2023-02-17,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Pierre Sully - Bouk Champay,Not applicable to host communities,Not applicable to host communities,2,8,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,1,1,0,0,0,0,0,0,Ouest,Croix-Des-Bouquets,3ème Petit Bois,Duval Ambroise,2022-5,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,Recruitment Child Gang Kidnapping Vol,all,all,Illness_peau fever diarrhee,A few people (about 25%),fear,,Purchase_Marche Troc Production_Subsistance,"In any case, there is no cultivable land available in the area",majority
2023-02-23,Host community,Pétion-Ville,5e Section Bellevue Chardonnière,Jacquet Toto,Not applicable to host communities,Not applicable to host communities,3,6,Not applicable to host communities,Not applicable to host communities,Not applicable to host communities,Yes,No,0,0,0,1,0,1,0,0,0,Ouest,Pétion-Ville,4ème Bellevue la Montagne,Pernier 24,2022-8,Attack/violence,Relationship or friendship with members of the host community,Yes,no,no,no,no,no,no,no,Yes,,"recruitment child gang attack ga, g vol",all,none,Diarrhee fever cholera,A few people (about 25%),fear,,Barter purchase_marche,"In any case, there is no cultivable land available in the area",some
